Date and Time,"Water Level, meters"
2019-10-18T19:29:38Z,NA
2019-10-18T19:31:18Z,-0.006
2019-10-18T19:31:38Z,NA
2019-10-18T19:33:18Z,-0.008
2019-10-18T19:33:38Z,NA
2019-10-18T19:35:18Z,-0.009
2019-10-18T19:35:38Z,NA
2019-10-18T19:37:18Z,-0.009
2019-10-18T19:37:38Z,NA
2019-10-18T19:39:18Z,-0.007
2019-10-18T19:39:38Z,NA
2019-10-18T19:41:18Z,-0.009
2019-10-18T19:41:38Z,NA
2019-10-18T19:43:18Z,-0.009
2019-10-18T19:43:38Z,NA
2019-10-18T19:45:18Z,-0.008
2019-10-18T19:45:38Z,NA
2019-10-18T19:47:18Z,-0.005
2019-10-18T19:47:38Z,NA
2019-10-18T19:49:18Z,-0.008
2019-10-18T19:49:38Z,NA
2019-10-18T19:51:18Z,-0.01
2019-10-18T19:51:38Z,NA
2019-10-18T19:53:18Z,-0.007
2019-10-18T19:53:38Z,NA
2019-10-18T19:55:18Z,-0.009
2019-10-18T19:55:38Z,NA
2019-10-18T19:57:18Z,-0.008
2019-10-18T19:57:38Z,NA
2019-10-18T19:59:18Z,-0.01
2019-10-18T19:59:38Z,NA
2019-10-18T20:01:18Z,-0.011
2019-10-18T20:01:38Z,NA
2019-10-18T20:03:18Z,-0.01
2019-10-18T20:03:38Z,NA
2019-10-18T20:05:18Z,-0.01
2019-10-18T20:05:38Z,NA
2019-10-18T20:07:18Z,-0.01
2019-10-18T20:07:38Z,NA
2019-10-18T20:09:18Z,-0.01
2019-10-18T20:09:38Z,NA
2019-10-18T20:11:18Z,-0.009
2019-10-18T20:11:38Z,NA
2019-10-18T20:13:18Z,-0.01
2019-10-18T20:13:38Z,NA
2019-10-18T20:15:18Z,-0.011
2019-10-18T20:15:38Z,NA
2019-10-18T20:17:18Z,-0.008
2019-10-18T20:17:38Z,NA
2019-10-18T20:19:18Z,-0.011
2019-10-18T20:19:38Z,NA
2019-10-18T20:21:18Z,-0.011
2019-10-18T20:21:38Z,NA
2019-10-18T20:23:18Z,-0.012
2019-10-18T20:23:38Z,NA
2019-10-18T20:25:18Z,-0.014
2019-10-18T20:25:38Z,NA
2019-10-18T20:27:18Z,-0.011
2019-10-18T20:27:38Z,NA
2019-10-18T20:29:18Z,-0.01
2019-10-18T20:29:38Z,NA
2019-10-18T20:31:18Z,-0.009
2019-10-18T20:31:38Z,NA
2019-10-18T20:33:18Z,-0.01
2019-10-18T20:33:38Z,NA
2019-10-18T20:35:18Z,-0.012
2019-10-18T20:35:38Z,NA
2019-10-18T20:37:18Z,-0.012
2019-10-18T20:37:38Z,NA
2019-10-18T20:39:18Z,-0.013
2019-10-18T20:39:38Z,NA
2019-10-18T20:41:18Z,-0.011
2019-10-18T20:41:38Z,NA
2019-10-18T20:43:18Z,-0.011
2019-10-18T20:43:38Z,NA
2019-10-18T20:45:18Z,-0.011
2019-10-18T20:45:38Z,NA
2019-10-18T20:47:18Z,-0.012
2019-10-18T20:47:38Z,NA
2019-10-18T20:49:18Z,-0.012
2019-10-18T20:49:38Z,NA
2019-10-18T20:51:18Z,-0.014
2019-10-18T20:51:38Z,NA
2019-10-18T20:53:18Z,-0.014
2019-10-18T20:53:38Z,NA
2019-10-18T20:55:18Z,-0.015
2019-10-18T20:55:38Z,NA
2019-10-18T20:57:18Z,-0.018
2019-10-18T20:57:38Z,NA
2019-10-18T20:59:18Z,-0.013
2019-10-18T20:59:38Z,NA
2019-10-18T21:01:18Z,-0.015
2019-10-18T21:01:38Z,NA
2019-10-18T21:03:18Z,-0.014
2019-10-18T21:03:38Z,NA
2019-10-18T21:05:18Z,-0.015
2019-10-18T21:05:38Z,NA
2019-10-18T21:07:18Z,-0.015
2019-10-18T21:07:38Z,NA
2019-10-18T21:09:18Z,-0.018
2019-10-18T21:09:38Z,NA
2019-10-18T21:11:18Z,-0.015
2019-10-18T21:11:38Z,NA
2019-10-18T21:13:18Z,-0.018
2019-10-18T21:13:38Z,NA
2019-10-18T21:15:18Z,-0.017
2019-10-18T21:15:38Z,NA
2019-10-18T21:17:18Z,-0.02
2019-10-18T21:17:38Z,NA
2019-10-18T21:19:18Z,-0.018
2019-10-18T21:19:38Z,NA
2019-10-18T21:21:18Z,-0.021
2019-10-18T21:21:38Z,NA
2019-10-18T21:23:18Z,-0.021
2019-10-18T21:23:38Z,NA
2019-10-18T21:25:18Z,-0.019
2019-10-18T21:25:38Z,NA
2019-10-18T21:27:18Z,-0.021
2019-10-18T21:27:38Z,NA
2019-10-18T21:29:18Z,-0.019
2019-10-18T21:29:38Z,NA
2019-10-18T21:31:18Z,-0.02
2019-10-18T21:31:38Z,NA
2019-10-18T21:33:18Z,-0.019
2019-10-18T21:33:38Z,NA
2019-10-18T21:35:18Z,-0.02
2019-10-18T21:35:38Z,NA
2019-10-18T21:37:18Z,-0.018
2019-10-18T21:37:38Z,NA
2019-10-18T21:39:18Z,-0.019
2019-10-18T21:39:38Z,NA
2019-10-18T21:41:18Z,-0.019
2019-10-18T21:41:38Z,NA
2019-10-18T21:43:18Z,-0.02
2019-10-18T21:43:38Z,NA
2019-10-18T21:45:18Z,-0.022
2019-10-18T21:45:38Z,NA
2019-10-18T21:47:18Z,-0.018
2019-10-18T21:47:38Z,NA
2019-10-18T21:49:18Z,-0.02
2019-10-18T21:49:38Z,NA
2019-10-18T21:51:18Z,-0.018
2019-10-18T21:51:38Z,NA
2019-10-18T21:53:18Z,-0.021
2019-10-18T21:53:38Z,NA
2019-10-18T21:55:18Z,-0.022
2019-10-18T21:55:38Z,NA
2019-10-18T21:57:18Z,-0.018
2019-10-18T21:57:38Z,NA
2019-10-18T21:59:18Z,-0.021
2019-10-18T21:59:38Z,NA
2019-10-18T22:01:18Z,-0.02
2019-10-18T22:01:38Z,NA
2019-10-18T22:03:18Z,-0.022
2019-10-18T22:03:38Z,NA
2019-10-18T22:05:18Z,-0.019
2019-10-18T22:05:38Z,NA
2019-10-18T22:07:18Z,-0.023
2019-10-18T22:07:38Z,NA
2019-10-18T22:09:18Z,-0.022
2019-10-18T22:09:38Z,NA
2019-10-18T22:11:18Z,-0.023
2019-10-18T22:11:38Z,NA
2019-10-18T22:13:18Z,-0.023
2019-10-18T22:13:38Z,NA
2019-10-18T22:15:18Z,-0.02
2019-10-18T22:15:38Z,NA
2019-10-18T22:17:18Z,-0.02
2019-10-18T22:17:38Z,NA
2019-10-18T22:19:18Z,-0.021
2019-10-18T22:19:38Z,NA
2019-10-18T22:21:18Z,-0.022
2019-10-18T22:21:38Z,NA
2019-10-18T22:23:18Z,-0.021
2019-10-18T22:23:38Z,NA
2019-10-18T22:25:18Z,-0.023
2019-10-18T22:25:38Z,NA
2019-10-18T22:27:18Z,-0.022
2019-10-18T22:27:38Z,NA
2019-10-18T22:29:18Z,-0.02
2019-10-18T22:29:38Z,NA
2019-10-18T22:31:18Z,-0.022
2019-10-18T22:31:38Z,NA
2019-10-18T22:33:18Z,-0.021
2019-10-18T22:33:38Z,NA
2019-10-18T22:35:18Z,-0.021
2019-10-18T22:35:38Z,NA
2019-10-18T22:37:18Z,-0.022
2019-10-18T22:37:38Z,NA
2019-10-18T22:39:18Z,-0.022
2019-10-18T22:39:38Z,NA
2019-10-18T22:41:18Z,-0.024
2019-10-18T22:41:38Z,NA
2019-10-18T22:43:18Z,-0.024
2019-10-18T22:43:38Z,NA
2019-10-18T22:45:18Z,-0.021
2019-10-18T22:45:38Z,NA
2019-10-18T22:47:18Z,-0.021
2019-10-18T22:47:38Z,NA
2019-10-18T22:49:18Z,-0.023
2019-10-18T22:49:38Z,NA
2019-10-18T22:51:18Z,-0.021
2019-10-18T22:51:38Z,NA
2019-10-18T22:53:18Z,-0.021
2019-10-18T22:53:38Z,NA
2019-10-18T22:55:18Z,-0.023
2019-10-18T22:55:38Z,NA
2019-10-18T22:57:18Z,-0.023
2019-10-18T22:57:38Z,NA
2019-10-18T22:59:18Z,-0.021
2019-10-18T22:59:38Z,NA
2019-10-18T23:01:18Z,-0.02
2019-10-18T23:01:38Z,NA
2019-10-18T23:03:18Z,-0.019
2019-10-18T23:03:38Z,NA
2019-10-18T23:05:18Z,-0.022
2019-10-18T23:05:38Z,NA
2019-10-18T23:07:18Z,-0.021
2019-10-18T23:07:38Z,NA
2019-10-18T23:09:18Z,-0.02
2019-10-18T23:09:38Z,NA
2019-10-18T23:11:18Z,-0.021
2019-10-18T23:11:38Z,NA
2019-10-18T23:13:18Z,-0.022
2019-10-18T23:13:38Z,NA
2019-10-18T23:15:18Z,-0.021
2019-10-18T23:15:38Z,NA
2019-10-18T23:17:18Z,-0.021
2019-10-18T23:17:38Z,NA
2019-10-18T23:19:18Z,-0.02
2019-10-18T23:19:38Z,NA
2019-10-18T23:21:18Z,-0.025
2019-10-18T23:21:38Z,NA
2019-10-18T23:23:18Z,-0.022
2019-10-18T23:23:38Z,NA
2019-10-18T23:25:18Z,-0.021
2019-10-18T23:25:38Z,NA
2019-10-18T23:27:18Z,-0.021
2019-10-18T23:27:38Z,NA
2019-10-18T23:29:18Z,-0.021
2019-10-18T23:29:38Z,NA
2019-10-18T23:31:18Z,-0.023
2019-10-18T23:31:38Z,NA
2019-10-18T23:33:18Z,-0.021
2019-10-18T23:33:38Z,NA
2019-10-18T23:35:18Z,-0.022
2019-10-18T23:35:38Z,NA
2019-10-18T23:37:18Z,-0.02
2019-10-18T23:37:38Z,NA
2019-10-18T23:39:18Z,-0.024
2019-10-18T23:39:38Z,NA
2019-10-18T23:41:18Z,-0.023
2019-10-18T23:41:38Z,NA
2019-10-18T23:43:18Z,-0.025
2019-10-18T23:43:38Z,NA
2019-10-18T23:45:18Z,-0.022
2019-10-18T23:45:38Z,NA
2019-10-18T23:47:18Z,-0.025
2019-10-18T23:47:38Z,NA
2019-10-18T23:49:18Z,-0.021
2019-10-18T23:49:38Z,NA
2019-10-18T23:51:18Z,-0.021
2019-10-18T23:51:38Z,NA
2019-10-18T23:53:18Z,-0.021
2019-10-18T23:53:38Z,NA
2019-10-18T23:55:18Z,-0.021
2019-10-18T23:55:38Z,NA
2019-10-18T23:57:18Z,-0.02
2019-10-18T23:57:38Z,NA
2019-10-18T23:59:18Z,-0.021
2019-10-18T23:59:38Z,NA
2019-10-19T00:01:18Z,-0.022
2019-10-19T00:01:38Z,NA
2019-10-19T00:03:18Z,-0.021
2019-10-19T00:03:38Z,NA
2019-10-19T00:05:18Z,-0.025
2019-10-19T00:05:38Z,NA
2019-10-19T00:07:18Z,-0.024
2019-10-19T00:07:38Z,NA
2019-10-19T00:09:18Z,-0.023
2019-10-19T00:09:38Z,NA
2019-10-19T00:11:18Z,-0.023
2019-10-19T00:11:38Z,NA
2019-10-19T00:13:18Z,-0.021
2019-10-19T00:13:38Z,NA
2019-10-19T00:15:18Z,-0.02
2019-10-19T00:15:38Z,NA
2019-10-19T00:17:18Z,-0.02
2019-10-19T00:17:38Z,NA
2019-10-19T00:19:18Z,-0.022
2019-10-19T00:19:38Z,NA
2019-10-19T00:21:18Z,-0.023
2019-10-19T00:21:38Z,NA
2019-10-19T00:23:18Z,-0.022
2019-10-19T00:23:38Z,NA
2019-10-19T00:25:18Z,-0.021
2019-10-19T00:25:38Z,NA
2019-10-19T00:27:18Z,-0.021
2019-10-19T00:27:38Z,NA
2019-10-19T00:29:18Z,-0.023
2019-10-19T00:29:38Z,NA
2019-10-19T00:31:18Z,-0.022
2019-10-19T00:31:38Z,NA
2019-10-19T00:33:18Z,-0.022
2019-10-19T00:33:38Z,NA
2019-10-19T00:35:18Z,-0.023
2019-10-19T00:35:38Z,NA
2019-10-19T00:37:18Z,-0.021
2019-10-19T00:37:38Z,NA
2019-10-19T00:39:18Z,-0.017
2019-10-19T00:39:38Z,NA
2019-10-19T00:41:18Z,-0.022
2019-10-19T00:41:38Z,NA
2019-10-19T00:43:18Z,-0.022
2019-10-19T00:43:38Z,NA
2019-10-19T00:45:18Z,-0.021
2019-10-19T00:45:38Z,NA
2019-10-19T00:47:18Z,-0.019
2019-10-19T00:47:38Z,NA
2019-10-19T00:49:18Z,-0.019
2019-10-19T00:49:38Z,NA
2019-10-19T00:51:18Z,-0.021
2019-10-19T00:51:38Z,NA
2019-10-19T00:53:18Z,-0.02
2019-10-19T00:53:38Z,NA
2019-10-19T00:55:18Z,-0.022
2019-10-19T00:55:38Z,NA
2019-10-19T00:57:18Z,-0.022
2019-10-19T00:57:38Z,NA
2019-10-19T00:59:18Z,-0.024
2019-10-19T00:59:38Z,NA
2019-10-19T01:01:18Z,-0.02
2019-10-19T01:01:38Z,NA
2019-10-19T01:03:18Z,-0.023
2019-10-19T01:03:38Z,NA
2019-10-19T01:05:18Z,-0.023
2019-10-19T01:05:38Z,NA
2019-10-19T01:07:18Z,-0.021
2019-10-19T01:07:38Z,NA
2019-10-19T01:09:18Z,-0.019
2019-10-19T01:09:38Z,NA
2019-10-19T01:11:18Z,-0.02
2019-10-19T01:11:38Z,NA
2019-10-19T01:13:18Z,-0.024
2019-10-19T01:13:38Z,NA
2019-10-19T01:15:18Z,-0.021
2019-10-19T01:15:38Z,NA
2019-10-19T01:17:18Z,-0.022
2019-10-19T01:17:38Z,NA
2019-10-19T01:19:18Z,-0.02
2019-10-19T01:19:38Z,NA
2019-10-19T01:21:18Z,-0.021
2019-10-19T01:21:38Z,NA
2019-10-19T01:23:18Z,-0.024
2019-10-19T01:23:38Z,NA
2019-10-19T01:25:18Z,-0.024
2019-10-19T01:25:38Z,NA
2019-10-19T01:27:18Z,-0.02
2019-10-19T01:27:38Z,NA
2019-10-19T01:29:18Z,-0.023
2019-10-19T01:29:38Z,NA
2019-10-19T01:31:18Z,-0.021
2019-10-19T01:31:38Z,NA
2019-10-19T01:33:18Z,-0.021
2019-10-19T01:33:38Z,NA
2019-10-19T01:35:18Z,-0.023
2019-10-19T01:35:38Z,NA
2019-10-19T01:37:18Z,-0.022
2019-10-19T01:37:38Z,NA
2019-10-19T01:39:18Z,-0.021
2019-10-19T01:39:38Z,NA
2019-10-19T01:41:18Z,-0.02
2019-10-19T01:41:38Z,NA
2019-10-19T01:43:18Z,-0.02
2019-10-19T01:43:38Z,NA
2019-10-19T01:45:18Z,-0.023
2019-10-19T01:45:38Z,NA
2019-10-19T01:47:18Z,-0.023
2019-10-19T01:47:38Z,NA
2019-10-19T01:49:18Z,-0.023
2019-10-19T01:49:38Z,NA
2019-10-19T01:51:18Z,-0.021
2019-10-19T01:51:38Z,NA
2019-10-19T01:53:18Z,-0.023
2019-10-19T01:53:38Z,NA
2019-10-19T01:55:18Z,-0.021
2019-10-19T01:55:38Z,NA
2019-10-19T01:57:18Z,-0.02
2019-10-19T01:57:38Z,NA
2019-10-19T01:59:18Z,-0.019
2019-10-19T01:59:38Z,NA
2019-10-19T02:01:18Z,-0.019
2019-10-19T02:01:38Z,NA
2019-10-19T02:03:18Z,-0.021
2019-10-19T02:03:38Z,NA
2019-10-19T02:05:18Z,-0.024
2019-10-19T02:05:38Z,NA
2019-10-19T02:07:18Z,-0.023
2019-10-19T02:07:38Z,NA
2019-10-19T02:09:18Z,-0.021
2019-10-19T02:09:38Z,NA
2019-10-19T02:11:18Z,-0.02
2019-10-19T02:11:38Z,NA
2019-10-19T02:13:18Z,-0.024
2019-10-19T02:13:38Z,NA
2019-10-19T02:15:18Z,-0.023
2019-10-19T02:15:38Z,NA
2019-10-19T02:17:18Z,-0.024
2019-10-19T02:17:38Z,NA
2019-10-19T02:19:18Z,-0.023
2019-10-19T02:19:38Z,NA
2019-10-19T02:21:18Z,-0.024
2019-10-19T02:21:38Z,NA
2019-10-19T02:23:18Z,-0.023
2019-10-19T02:23:38Z,NA
2019-10-19T02:25:18Z,-0.022
2019-10-19T02:25:38Z,NA
2019-10-19T02:27:18Z,-0.021
2019-10-19T02:27:38Z,NA
2019-10-19T02:29:18Z,-0.023
2019-10-19T02:29:38Z,NA
2019-10-19T02:31:18Z,-0.022
2019-10-19T02:31:38Z,NA
2019-10-19T02:33:18Z,-0.022
2019-10-19T02:33:38Z,NA
2019-10-19T02:35:18Z,-0.02
2019-10-19T02:35:38Z,NA
2019-10-19T02:37:18Z,-0.022
2019-10-19T02:37:38Z,NA
2019-10-19T02:39:18Z,-0.021
2019-10-19T02:39:38Z,NA
2019-10-19T02:41:18Z,-0.024
2019-10-19T02:41:38Z,NA
2019-10-19T02:43:18Z,-0.024
2019-10-19T02:43:38Z,NA
2019-10-19T02:45:18Z,-0.025
2019-10-19T02:45:38Z,NA
2019-10-19T02:47:18Z,-0.023
2019-10-19T02:47:38Z,NA
2019-10-19T02:49:18Z,-0.022
2019-10-19T02:49:38Z,NA
2019-10-19T02:51:18Z,-0.024
2019-10-19T02:51:38Z,NA
2019-10-19T02:53:18Z,-0.025
2019-10-19T02:53:38Z,NA
2019-10-19T02:55:18Z,-0.024
2019-10-19T02:55:38Z,NA
2019-10-19T02:57:18Z,-0.023
2019-10-19T02:57:38Z,NA
2019-10-19T02:59:18Z,-0.022
2019-10-19T02:59:38Z,NA
2019-10-19T03:01:18Z,-0.025
2019-10-19T03:01:38Z,NA
2019-10-19T03:03:18Z,-0.022
2019-10-19T03:03:38Z,NA
2019-10-19T03:05:18Z,-0.023
2019-10-19T03:05:38Z,NA
2019-10-19T03:07:18Z,-0.024
2019-10-19T03:07:38Z,NA
2019-10-19T03:09:18Z,-0.023
2019-10-19T03:09:38Z,NA
2019-10-19T03:11:18Z,-0.024
2019-10-19T03:11:38Z,NA
2019-10-19T03:13:18Z,-0.022
2019-10-19T03:13:38Z,NA
2019-10-19T03:15:18Z,-0.024
2019-10-19T03:15:38Z,NA
2019-10-19T03:17:18Z,-0.019
2019-10-19T03:17:38Z,NA
2019-10-19T03:19:18Z,-0.02
2019-10-19T03:19:38Z,NA
2019-10-19T03:21:18Z,-0.022
2019-10-19T03:21:38Z,NA
2019-10-19T03:23:18Z,-0.023
2019-10-19T03:23:38Z,NA
2019-10-19T03:25:18Z,-0.023
2019-10-19T03:25:38Z,NA
2019-10-19T03:27:18Z,-0.022
2019-10-19T03:27:38Z,NA
2019-10-19T03:29:18Z,-0.023
2019-10-19T03:29:38Z,NA
2019-10-19T03:31:18Z,-0.024
2019-10-19T03:31:38Z,NA
2019-10-19T03:33:18Z,-0.024
2019-10-19T03:33:38Z,NA
2019-10-19T03:35:18Z,-0.023
2019-10-19T03:35:38Z,NA
2019-10-19T03:37:18Z,-0.02
2019-10-19T03:37:38Z,NA
2019-10-19T03:39:18Z,-0.024
2019-10-19T03:39:38Z,NA
2019-10-19T03:41:18Z,-0.021
2019-10-19T03:41:38Z,NA
2019-10-19T03:43:18Z,-0.022
2019-10-19T03:43:38Z,NA
2019-10-19T03:45:18Z,-0.02
2019-10-19T03:45:38Z,NA
2019-10-19T03:47:18Z,-0.024
2019-10-19T03:47:38Z,NA
2019-10-19T03:49:18Z,-0.022
2019-10-19T03:49:38Z,NA
2019-10-19T03:51:18Z,-0.023
2019-10-19T03:51:38Z,NA
2019-10-19T03:53:18Z,-0.024
2019-10-19T03:53:38Z,NA
2019-10-19T03:55:18Z,-0.021
2019-10-19T03:55:38Z,NA
2019-10-19T03:57:18Z,-0.021
2019-10-19T03:57:38Z,NA
2019-10-19T03:59:18Z,-0.02
2019-10-19T03:59:38Z,NA
2019-10-19T04:01:18Z,-0.024
2019-10-19T04:01:38Z,NA
2019-10-19T04:03:18Z,-0.022
2019-10-19T04:03:38Z,NA
2019-10-19T04:05:18Z,-0.024
2019-10-19T04:05:38Z,NA
2019-10-19T04:07:18Z,-0.025
2019-10-19T04:07:38Z,NA
2019-10-19T04:09:18Z,-0.022
2019-10-19T04:09:38Z,NA
2019-10-19T04:11:18Z,-0.025
2019-10-19T04:11:38Z,NA
2019-10-19T04:13:18Z,-0.023
2019-10-19T04:13:38Z,NA
2019-10-19T04:15:18Z,-0.024
2019-10-19T04:15:38Z,NA
2019-10-19T04:17:18Z,-0.024
2019-10-19T04:17:38Z,NA
2019-10-19T04:19:18Z,-0.024
2019-10-19T04:19:38Z,NA
2019-10-19T04:21:18Z,-0.025
2019-10-19T04:21:38Z,NA
2019-10-19T04:23:18Z,-0.024
2019-10-19T04:23:38Z,NA
2019-10-19T04:25:18Z,-0.022
2019-10-19T04:25:38Z,NA
2019-10-19T04:27:18Z,-0.023
2019-10-19T04:27:38Z,NA
2019-10-19T04:29:18Z,-0.023
2019-10-19T04:29:38Z,NA
2019-10-19T04:31:18Z,-0.025
2019-10-19T04:31:38Z,NA
2019-10-19T04:33:18Z,-0.024
2019-10-19T04:33:38Z,NA
2019-10-19T04:35:18Z,-0.023
2019-10-19T04:35:38Z,NA
2019-10-19T04:37:18Z,-0.023
2019-10-19T04:37:38Z,NA
2019-10-19T04:39:18Z,-0.024
2019-10-19T04:39:38Z,NA
2019-10-19T04:41:18Z,-0.023
2019-10-19T04:41:38Z,NA
2019-10-19T04:43:18Z,-0.024
2019-10-19T04:43:38Z,NA
2019-10-19T04:45:18Z,-0.026
2019-10-19T04:45:38Z,NA
2019-10-19T04:47:18Z,-0.026
2019-10-19T04:47:38Z,NA
2019-10-19T04:49:18Z,-0.024
2019-10-19T04:49:38Z,NA
2019-10-19T04:51:18Z,-0.025
2019-10-19T04:51:38Z,NA
2019-10-19T04:53:18Z,-0.025
2019-10-19T04:53:38Z,NA
2019-10-19T04:55:18Z,-0.022
2019-10-19T04:55:38Z,NA
2019-10-19T04:57:18Z,-0.023
2019-10-19T04:57:38Z,NA
2019-10-19T04:59:18Z,-0.023
2019-10-19T04:59:38Z,NA
2019-10-19T05:01:18Z,-0.025
2019-10-19T05:01:38Z,NA
2019-10-19T05:03:18Z,-0.024
2019-10-19T05:03:38Z,NA
2019-10-19T05:05:18Z,-0.026
2019-10-19T05:05:38Z,NA
2019-10-19T05:07:18Z,-0.025
2019-10-19T05:07:38Z,NA
2019-10-19T05:09:18Z,-0.027
2019-10-19T05:09:38Z,NA
2019-10-19T05:11:18Z,-0.024
2019-10-19T05:11:38Z,NA
2019-10-19T05:13:18Z,-0.025
2019-10-19T05:13:38Z,NA
2019-10-19T05:15:18Z,-0.021
2019-10-19T05:15:38Z,NA
2019-10-19T05:17:18Z,-0.025
2019-10-19T05:17:38Z,NA
2019-10-19T05:19:18Z,-0.023
2019-10-19T05:19:38Z,NA
2019-10-19T05:21:18Z,-0.025
2019-10-19T05:21:38Z,NA
2019-10-19T05:23:18Z,-0.026
2019-10-19T05:23:38Z,NA
2019-10-19T05:25:18Z,-0.025
2019-10-19T05:25:38Z,NA
2019-10-19T05:27:18Z,-0.021
2019-10-19T05:27:38Z,NA
2019-10-19T05:29:18Z,-0.024
2019-10-19T05:29:38Z,NA
2019-10-19T05:31:18Z,-0.025
2019-10-19T05:31:38Z,NA
2019-10-19T05:33:18Z,-0.023
2019-10-19T05:33:38Z,NA
2019-10-19T05:35:18Z,-0.023
2019-10-19T05:35:38Z,NA
2019-10-19T05:37:18Z,-0.024
2019-10-19T05:37:38Z,NA
2019-10-19T05:39:18Z,-0.023
2019-10-19T05:39:38Z,NA
2019-10-19T05:41:18Z,-0.024
2019-10-19T05:41:38Z,NA
2019-10-19T05:43:18Z,-0.024
2019-10-19T05:43:38Z,NA
2019-10-19T05:45:18Z,-0.025
2019-10-19T05:45:38Z,NA
2019-10-19T05:47:18Z,-0.027
2019-10-19T05:47:38Z,NA
2019-10-19T05:49:18Z,-0.024
2019-10-19T05:49:38Z,NA
2019-10-19T05:51:18Z,-0.022
2019-10-19T05:51:38Z,NA
2019-10-19T05:53:18Z,-0.022
2019-10-19T05:53:38Z,NA
2019-10-19T05:55:18Z,-0.024
2019-10-19T05:55:38Z,NA
2019-10-19T05:57:18Z,-0.025
2019-10-19T05:57:38Z,NA
2019-10-19T05:59:18Z,-0.023
2019-10-19T05:59:38Z,NA
2019-10-19T06:01:18Z,-0.022
2019-10-19T06:01:38Z,NA
2019-10-19T06:03:18Z,-0.026
2019-10-19T06:03:38Z,NA
2019-10-19T06:05:18Z,-0.026
2019-10-19T06:05:38Z,NA
2019-10-19T06:07:18Z,-0.024
2019-10-19T06:07:38Z,NA
2019-10-19T06:09:18Z,-0.023
2019-10-19T06:09:38Z,NA
2019-10-19T06:11:18Z,-0.022
2019-10-19T06:11:38Z,NA
2019-10-19T06:13:18Z,-0.025
2019-10-19T06:13:38Z,NA
2019-10-19T06:15:18Z,-0.025
2019-10-19T06:15:38Z,NA
2019-10-19T06:17:18Z,-0.022
2019-10-19T06:17:38Z,NA
2019-10-19T06:19:18Z,-0.023
2019-10-19T06:19:38Z,NA
2019-10-19T06:21:18Z,-0.024
2019-10-19T06:21:38Z,NA
2019-10-19T06:23:18Z,-0.024
2019-10-19T06:23:38Z,NA
